,sex,race,age,degree,wrkstat,income,happy
2595,Male,White,52,High school,Keeping house,$25000 or more,Pretty happy
2596,Female,White,27,High school,Working fulltime,$25000 or more,Pretty happy
2597,Female,White,83,Graduate,Retired,$15000 - 19999,Very happy
2598,Male,White,37,Bachelor,Keeping house,$25000 or more,Pretty happy
2599,Female,White,59,Graduate,Retired,$25000 or more,Very happy
2600,Female,White,30,Junior college,Keeping house,$25000 or more,Pretty happy
2601,Female,Other,60,High school,Other,$25000 or more,Pretty happy
2602,Male,White,23,High school,Working parttime,$10000 - 14999,Not too happy
2603,Female,White,59,High school,Keeping house,$25000 or more,Pretty happy
2604,Female,White,61,High school,School,$10000 - 14999,Not too happy
2605,Male,White,61,High school,Working fulltime,$25000 or more,Very happy
2606,Male,White,58,Bachelor,Retired,$25000 or more,Very happy
2607,Female,White,44,High school,Other,Refused,Very happy
2608,Male,White,58,Junior college,Other,$25000 or more,Pretty happy
2609,Female,White,47,High school,Working fulltime,$25000 or more,Very happy
2610,Male,White,84,Bachelor,Retired,$25000 or more,Pretty happy
2611,Male,White,72,Graduate,Working parttime,$25000 or more,Very happy
2612,Female,Other,70,Graduate,Retired,$25000 or more,Pretty happy
2613,Male,Black,23,High school,School,$8000 to 9999,Pretty happy
2614,Male,White,65,Bachelor,Working fulltime,$25000 or more,Pretty happy
2615,Male,White,29,High school,Working parttime,$25000 or more,Pretty happy
2616,Male,White,64,High school,Retired,Refused,Not too happy
2617,Female,White,61,High school,Working parttime,Don't know,Pretty happy
2618,Female,White,52,Junior college,Retired,$10000 - 14999,Not too happy
2619,Female,White,29,High school,Working fulltime,$15000 - 19999,Pretty happy
2620,Female,White,54,Junior college,Retired,$20000 - 24999,Not too happy
2621,Female,White,62,Bachelor,Retired,$25000 or more,Very happy
2622,Male,White,29,High school,Working fulltime,$25000 or more,Pretty happy
2623,Male,White,37,High school,Working fulltime,$25000 or more,Pretty happy
2624,Male,White,29,Bachelor,Working fulltime,$25000 or more,Pretty happy
2625,Female,White,30,Junior college,Working parttime,$25000 or more,Very happy
2626,Female,White,57,Junior college,Working parttime,$25000 or more,Pretty happy
2627,Male,White,30,Graduate,Working fulltime,$25000 or more,Pretty happy
2628,Female,White,75,Lt high school,Keeping house,Refused,Very happy
2629,Female,White,45,Graduate,Working parttime,$25000 or more,Pretty happy
2630,Female,Other,54,Bachelor,Working fulltime,$25000 or more,Pretty happy
2631,Male,Other,36,Bachelor,Working fulltime,$25000 or more,Pretty happy
2632,Male,Black,62,Graduate,Working parttime,$25000 or more,Very happy
2633,Male,White,27,Bachelor,Working fulltime,$25000 or more,Pretty happy
2634,Female,White,57,High school,Working parttime,$10000 - 14999,Pretty happy
2635,Male,Other,22,High school,Working parttime,$20000 - 24999,Pretty happy
2636,Female,White,27,Junior college,Working fulltime,$25000 or more,Very happy
2637,Male,White,46,High school,Working fulltime,$25000 or more,Pretty happy
2638,Female,White,37,High school,Working fulltime,$25000 or more,Pretty happy
2639,Male,White,33,Junior college,Working fulltime,$25000 or more,Very happy
2640,Female,White,71,High school,Retired,$20000 - 24999,Pretty happy
2641,Female,White,29,Bachelor,Keeping house,Refused,Not too happy
2642,Female,Black,29,High school,Working fulltime,$25000 or more,Pretty happy
2643,Female,White,52,Lt high school,Retired,$15000 - 19999,Not too happy
2644,Female,White,53,High school,Working fulltime,$25000 or more,Pretty happy
2645,Female,White,41,High school,Working fulltime,$15000 - 19999,Not too happy
2646,Female,White,57,High school,Other,Don't know,Pretty happy
2647,Female,White,31,Junior college,School,$25000 or more,Very happy
2648,Male,White,60,High school,Working fulltime,$25000 or more,Pretty happy
2649,Male,White,73,High school,Retired,Refused,Very happy
2650,Female,White,23,High school,Working fulltime,$10000 - 14999,Not too happy
2651,Female,White,36,High school,Working fulltime,$25000 or more,Pretty happy
2652,Female,White,82,High school,Retired,$25000 or more,Very happy
2653,Male,White,54,Junior college,Retired,$20000 - 24999,Pretty happy
2654,Female,White,61,Bachelor,Retired,$25000 or more,Pretty happy
2655,Male,White,58,High school,Working fulltime,$25000 or more,Pretty happy
2656,Male,Other,63,High school,Working fulltime,$25000 or more,Very happy
2657,Female,White,83,Lt high school,Other,$25000 or more,Not too happy
2658,Female,White,80,Junior college,Retired,$25000 or more,Very happy
2659,Female,White,41,Bachelor,Keeping house,$25000 or more,Pretty happy
2660,Male,White,79,High school,Retired,Refused,Pretty happy
2661,Female,Other,46,High school,Keeping house,$25000 or more,Pretty happy
2662,Male,White,77,High school,Retired,$25000 or more,Very happy
2663,Female,White,66,High school,Working fulltime,$20000 - 24999,Pretty happy
2664,Female,White,77,High school,Retired,$20000 - 24999,Pretty happy
2665,Female,Other,57,High school,Other,$8000 to 9999,Not too happy
2666,Female,White,26,Bachelor,Working fulltime,$25000 or more,Very happy
2667,Female,Other,48,Lt high school,"Unempl, laid off",$8000 to 9999,Very happy
2668,Female,Other,51,Graduate,"Unempl, laid off",$25000 or more,Pretty happy
2669,Male,White,42,High school,Working fulltime,$25000 or more,Very happy
2670,Female,White,22,High school,Working fulltime,$25000 or more,Pretty happy
2671,Male,White,49,Bachelor,Working fulltime,$25000 or more,Very happy
2672,Female,Other,29,Lt high school,Keeping house,$1000 to 2999,Not too happy
2673,Female,Other,70,Lt high school,Keeping house,$3000 to 3999,Pretty happy
2674,Female,Other,42,Graduate,Working fulltime,$25000 or more,Pretty happy
2675,Female,Other,54,Lt high school,"Unempl, laid off",$5000 to 5999,Not too happy
2676,Male,White,25,High school,Working fulltime,$25000 or more,Pretty happy
2677,Female,White,53,High school,Working fulltime,$25000 or more,Pretty happy
2678,Male,White,24,Bachelor,Working fulltime,$25000 or more,Very happy
2679,Female,White,82,Lt high school,Retired,$25000 or more,Pretty happy
2680,Female,White,52,High school,Working fulltime,Refused,Very happy
2681,Male,White,24,High school,Working fulltime,$25000 or more,Very happy
2682,Male,White,60,Lt high school,Retired,$10000 - 14999,Not too happy
2683,Female,White,22,High school,Working fulltime,$25000 or more,Very happy
2684,Female,White,34,High school,Working fulltime,$25000 or more,Very happy
2685,Female,White,54,Junior college,Working fulltime,$25000 or more,Pretty happy
2686,Male,White,31,High school,Working fulltime,$25000 or more,Pretty happy
2687,Female,White,42,High school,Working fulltime,$25000 or more,Pretty happy
2688,Male,White,55,Lt high school,Other,$8000 to 9999,Pretty happy
2689,Male,White,78,Lt high school,Retired,$25000 or more,Pretty happy
2690,Female,White,59,High school,Working fulltime,$25000 or more,Pretty happy
2691,Male,Other,56,Lt high school,Retired,$25000 or more,Pretty happy
2692,Male,White,57,High school,Working fulltime,$25000 or more,Pretty happy
2693,Female,White,55,Bachelor,Working fulltime,$25000 or more,Pretty happy
2694,Male,White,63,Graduate,Retired,$25000 or more,Pretty happy
2695,Male,White,37,Bachelor,Working fulltime,$25000 or more,Pretty happy
2696,Male,White,71,Graduate,Retired,$25000 or more,Pretty happy
2697,Female,White,54,Graduate,Working fulltime,$25000 or more,Pretty happy
2698,Female,White,78,Graduate,Retired,$25000 or more,Pretty happy
2699,Male,White,40,High school,Working fulltime,$15000 - 19999,Pretty happy
2700,Female,White,51,High school,Working fulltime,$25000 or more,Very happy
2701,Male,White,22,High school,Keeping house,$25000 or more,Very happy
2702,Female,White,83,Lt high school,Retired,$10000 - 14999,Pretty happy
2703,Female,White,69,High school,Retired,$15000 - 19999,Not too happy
2704,Male,White,46,Lt high school,Keeping house,$8000 to 9999,Pretty happy
2705,Female,White,34,Bachelor,Working fulltime,$25000 or more,Pretty happy
2706,Female,Other,36,High school,Working fulltime,$25000 or more,Pretty happy
2707,Female,White,25,Bachelor,Working fulltime,$10000 - 14999,Not too happy
2708,Male,White,43,Bachelor,Working fulltime,$25000 or more,Pretty happy
2709,Female,Other,36,High school,School,$15000 - 19999,Pretty happy
2710,Female,White,61,Bachelor,Working fulltime,$25000 or more,Pretty happy
2711,Female,White,53,High school,Working parttime,$25000 or more,Pretty happy
2712,Female,White,72,High school,Retired,$20000 - 24999,Not too happy
2713,Male,Black,31,High school,Working fulltime,$25000 or more,Pretty happy
2714,Male,White,31,Bachelor,Working fulltime,$25000 or more,Very happy
2715,Female,White,21,High school,Working parttime,$20000 - 24999,Pretty happy
2716,Female,White,34,Bachelor,Working fulltime,$25000 or more,Pretty happy
2717,Female,White,32,Bachelor,Working fulltime,$25000 or more,Very happy
2718,Male,White,63,Lt high school,Retired,$15000 - 19999,Very happy
2719,Female,White,39,Junior college,Keeping house,$25000 or more,Not too happy
2720,Female,White,49,Bachelor,Working fulltime,$25000 or more,Pretty happy
2721,Male,White,34,High school,Working parttime,$25000 or more,Pretty happy
2722,Female,White,73,High school,Keeping house,$25000 or more,Pretty happy
2723,Female,White,57,Bachelor,Working fulltime,$25000 or more,Pretty happy
2724,Male,White,83,High school,Retired,$1000 to 2999,Not too happy
2725,Male,White,77,High school,Working parttime,$20000 - 24999,Not too happy
2726,Male,White,69,High school,Retired,$25000 or more,Very happy
2727,Male,White,29,Graduate,Working fulltime,$25000 or more,Pretty happy
2728,Female,White,63,High school,Retired,$10000 - 14999,Not too happy
2729,Female,White,38,High school,Working parttime,$25000 or more,Pretty happy
2730,Male,White,53,Bachelor,Working fulltime,$25000 or more,Pretty happy
2731,Female,White,61,High school,Working parttime,$20000 - 24999,Not too happy
2732,Female,White,43,High school,Keeping house,$10000 - 14999,Pretty happy
2733,Male,White,48,High school,Working fulltime,$25000 or more,Very happy
2734,Female,White,54,High school,Working fulltime,$25000 or more,Pretty happy
2735,Female,White,32,Junior college,Working fulltime,$25000 or more,Pretty happy
2736,Male,White,56,High school,Working fulltime,$25000 or more,Not too happy
2737,Male,White,69,High school,Retired,$15000 - 19999,Pretty happy
2738,Male,White,39,High school,Working fulltime,$25000 or more,Pretty happy
2739,Female,White,43,Graduate,Working fulltime,$25000 or more,Very happy
2740,Female,White,53,High school,"Unempl, laid off",$25000 or more,Pretty happy
2741,Female,White,54,High school,Keeping house,$25000 or more,Very happy
2742,Female,White,79,High school,Retired,$10000 - 14999,Not too happy
2743,Female,White,71,High school,Retired,$25000 or more,Pretty happy
2744,Female,White,61,High school,Working fulltime,$25000 or more,Very happy
2745,Male,White,23,Lt high school,Working fulltime,$7000 to 7999,Pretty happy
2746,Male,White,55,High school,Working fulltime,Refused,Very happy
2747,Female,White,60,Lt high school,Keeping house,$20000 - 24999,Pretty happy
2748,Male,White,72,High school,Retired,$20000 - 24999,Not too happy
2749,Female,White,60,High school,Keeping house,$25000 or more,Very happy
2750,Female,White,44,High school,Working fulltime,$25000 or more,Very happy
2751,Male,White,62,Lt high school,Other,Don't know,Very happy
2752,Male,White,50,High school,Working fulltime,$25000 or more,Very happy
2753,Female,White,35,Junior college,Working fulltime,$25000 or more,Pretty happy
2754,Female,White,38,High school,Keeping house,$15000 - 19999,Pretty happy
2755,Male,White,61,High school,Working fulltime,$25000 or more,Very happy
2756,Male,White,26,High school,Working fulltime,$15000 - 19999,Very happy
2757,Female,White,61,High school,Working fulltime,$25000 or more,Pretty happy
2758,Female,White,33,Lt high school,Keeping house,$25000 or more,Not too happy
2759,Female,White,46,Lt high school,Keeping house,$25000 or more,Not too happy
2760,Female,Black,87,High school,Working parttime,Refused,Pretty happy
2761,Male,White,46,Lt high school,Working fulltime,$25000 or more,Very happy
2762,Male,White,50,Lt high school,Keeping house,Lt $1000,Not too happy
2763,Male,White,39,High school,Working fulltime,$25000 or more,Not too happy
2764,Female,White,24,High school,Working fulltime,$25000 or more,Very happy
2765,Male,White,64,High school,Retired,$25000 or more,Very happy
2766,Female,White,42,Lt high school,Temp not working,$7000 to 7999,Pretty happy
2767,Female,White,43,High school,Keeping house,$1000 to 2999,Pretty happy
2768,Male,White,38,High school,Working fulltime,$25000 or more,Pretty happy
2769,Female,Black,24,High school,"Unempl, laid off",$25000 or more,Pretty happy
2770,Female,White,32,High school,Working fulltime,$25000 or more,Pretty happy
2771,Female,Other,25,High school,Working parttime,$25000 or more,Very happy
2772,Male,White,20,Lt high school,Working fulltime,$25000 or more,Very happy
2773,Female,Black,40,High school,Keeping house,Lt $1000,Very happy
2774,Female,White,59,High school,Working fulltime,$25000 or more,Very happy
2775,Male,White,50,High school,Working fulltime,$25000 or more,Very happy
2776,Female,Black,52,Graduate,Working fulltime,$25000 or more,Very happy
2777,Female,Black,67,Lt high school,Working parttime,Refused,Pretty happy
2778,Female,White,39,High school,Working fulltime,$10000 - 14999,Pretty happy
2779,Male,Black,67,High school,Retired,$15000 - 19999,Pretty happy
2780,Male,Black,42,Lt high school,Working fulltime,$25000 or more,Very happy
2781,Male,White,30,High school,Working fulltime,$7000 to 7999,Pretty happy
2782,Female,White,69,High school,Retired,$25000 or more,Very happy
2783,Female,Black,33,High school,Keeping house,Lt $1000,Pretty happy
2784,Female,Black,52,Lt high school,Keeping house,$10000 - 14999,Very happy
2785,Female,White,31,High school,Working fulltime,$25000 or more,Not too happy
2786,Female,Black,43,Lt high school,Working fulltime,$25000 or more,Not too happy
2787,Female,Black,55,Lt high school,Retired,$8000 to 9999,Very happy
2788,Female,Black,55,Lt high school,Temp not working,$25000 or more,Not too happy
2789,Male,Black,29,High school,Keeping house,Lt $1000,Not too happy
2790,Female,Black,26,High school,Working parttime,$25000 or more,Not too happy
2791,Female,White,79,High school,Keeping house,Refused,Pretty happy
2792,Female,White,31,High school,Keeping house,$25000 or more,Pretty happy
2793,Male,White,76,High school,Retired,$25000 or more,Very happy
2794,Female,White,34,Lt high school,Keeping house,$25000 or more,Pretty happy
2795,Male,White,79,High school,Retired,$25000 or more,Very happy
2796,Female,White,23,High school,Working fulltime,$20000 - 24999,Pretty happy
2797,Male,Black,66,Lt high school,Retired,Don't know,Not too happy
2798,Male,White,69,High school,Retired,$25000 or more,Very happy
